1, SajanKiBaraat
2, GopherInTheaShell
3, Cheddar Horsemen
4, Cyber@UCI
5, Naveen
6, WizardsOfDos
7, nekminnit
8, b4ckDo0r3d
9, Ghost
10, Fourchette Bombe
11, test_team
12, NOPs
13, teetime
14, JHTC
15, FinishGreat
16, FilipeOliveira
17, sqrt0
18, JDI
19, Test Icicles
20, PackdeSys
21, k3y
22, Tower of Hanoi
23, Antichat
24, onlyME
25, KSU Cyber Defense Team
26, Pwnies
27, CCQK
28, 
29, CC
30, The Wizard's Sanctum
31, hack.carleton
32, Qmet
33, salary lupin
34, 0xil
35, Halt.and.Catch.Meggings
36, p1x3l4t0r
37, Thomas
38, TPA
39, AnonSai
40, saarsec
41, Shellphish
42, !SpamAndHex
43, Diozen
44, PiggyBird
45, CodiSec
46, Batman's Kitchen
47, MSU-CTF
48, Savage Submarine
49, Anomali
50, 0xciph3r
51, NothingMajor
52, STT
53, KaisHack GoN
54, sw1ssfr13nds
55, Sheep
56, SecDaemons
57, theskullcrusher
58, anesthesia
59, Never Stop Exploiting
60, Luck1F15h
61, Magic Squirrel
62, lazykoala2014
63, hama
64, Colonel 0x20
65, bitsforeveryone
66, Thund3r
67, whitewalkers
68, Synergy
69, Team-Nill
70, in23canation
71, PLUS
72, OldLamers
73, _FoXXeS_
74, pwndevils
75, H4x0rPsch0rr
76, FluxFingers
77, Honeypot
78, grrr83
79, HackPack
80, banana
81, Lab RATs
82, Much sudo About Nothing
83, Itemize
84, anaconda
85, CnC
86, SaferSexWeek2017
87, AAA
88, MrMugiwara
89, HackThisSite
90, UCL-THOR
91, AllTheFlags
92, larryboy825
93, item_not_found
94, Tuskegee
95, OneManMenace
96, iwanttoseechallenges
97, farmingsimulator2015
98, SIGFLAG
99, Tokyo Westerns
100, ebp-92
101, 217
102, Destructive Voice
103, Capture the Swag
104, Great_Octopus
105, CalicemPulmenti
106, Destructive  Voice
107, KCSS
108, shakalCTF
109, noneasdtest
110, ghifkers
111, 3v01v3
112, HacknamStyle
113, lemonh2o
114, NYUSEC
115, 3cst4sy
116, fuffateam
117, iVBORw0KGgo=
118, B33r
119, fuwev
120, Test
121, RIP ROP Anonymous
122, sure
123, r00t-m0b
124, ayyy
125, Shady Hats
126, ExtremeKickers
127, X-Men
128, c00kies@venice
129, Siber Defense Club
130, Espacio
131, txst-ISO
132, Acme Pharmaceutical
133, as3richa
134, HoT
135, noraneco
136, justatestteam
137, LSE
138, WCSC
139, Renegades
140, ANeSeC
141, LosFuzzys
142, H3x Pr0ph3ts
143, SYPER
144, Trump's Cyber Warriors
145, LeaveCat
146, ssccsscc
147, SSU
148, Qexfixka
149, Burlingpwn
150, VoidHack
151, ppp
152, TempCode
153, xSTF
154, sh4dowrooters
155, Scrypter
156, alt-secure
157, notthelooser
158, Lights Out
159, clouded leopard
160, H3X0R
161, Boyd306
162, s1u3
163, Llo Unlimited
164, Perepodvysomtrit
165, BytesForEveryone
166, p4
167, Hackademics
168, L
169, W1ld0n3
170, The Northern Coalition
171, Ulm Security Sparrows
172, adw1n
173, AAA!
174, MBAFNT-ROUEN
175, israelites
176, ISITDTU
177, cyber@ucr
178, FoXXes
179, NASA Rejects
180, NeverCTF
181, MasonCC
182, Life
183, Kernel Sanders
184, XORcists
185, morganFr33man
186, UFOlogists
187, xine
188, Hubert Hackin
189, SDSU
190, SaiberSekuriti
191, Tasteless
192, Cheddar_Horsemen
193, Wes and the Cyber Bois
194, badfirmware
195, daruma
196, llllllll
197, wtf
198, test999
199, irerynedala
200, Dragon Sector
201, We_0wn_Y0u
202, RU+=free(pizza);
203, Bushwhackers
204, h4rdf0rc3
205, Samurai
206, JohnDoe
207, KS.IS
208, Red Team 5
209, Delusions of Grandeur
210, badstreff
211, innerFoo
212, KLTM
213, mhack
214, 2O2L2H
215, Weird@First
216, CDCC Capstone
217, NULL
218, HackingForSoju
219, unlimit
220, IDKIDC
221, hyperion
222, R0h1iCk
223, deptraivcl
224, Nordlicht
225, Florin
226, random
227, pandamania
228, FAUST
229, DFM
230, acdwas
231, ENOFLAG
232, MV9rwGOf08
233, Groupthink
234, Class 461
235, Securimag
236, 0daysober
237, r00timentary
238, b01lers
239, FCCcyber
240, Burlingpwn open
241, idontknow
242, Harekaze
243, Magic Squirrels
244, La team roquette!
245, SiBears
246, asdfasdf
247, ZergR00sh
248, 2600 Club
249, dcua
250, EpicTeam
251, grnmteam
252, ctf101
253, 0xBU
254, toblerone
255, keypwn
256, TechSec
257, Olin College
258, M.I.S.T
259, pr0wl
260, XSS(Cross Site Security)
261, devcraft
262, 2Dend
263, Hacktecs
264, Skynet
265, Mudd Gulch
266, Mystery Team
267, theHardER
268, OpenToAll
269, CyberTeam6
270, Augusta University
271, InSecurity
272, BalalaikaCr3w
273, Peredpodvysmotrit
274, LC/BC
275, cyberhawks
276, Inn0vHackti0n
277, CInsects
278, ok
279, YETI
280, Veneno
281, cokomelayran
282, cokomel
283, lgeffect
284, autobots
285, SUSlo.PAS
286, GNU-e-Ducks
287, n4rv4l0
288, qxxtg bmfls hzbqb
289, Josh Nelbach
290, R3d Cr3sc3nt
291, BabyPhD
292, L-Team
293, ITCMUDTU
294, BAH-Humbug
295, tomaHAWkss
296, yukiarashi
297, 9soc
298, peakchaos
299, im in ur cloud stealing ur nudez
300, ThienLyDocHanh
301, FrozenBeer
302, Deepsea
303, K17
304, ganymede
305, keva
306, SBHSPRC
307, UofTHackers
308, roguecookies
309, SecurityInfo
310, sinners_from_hell
311, bi0s
312, bohboh
313, HackingFromSpace
314, RunCMD
315, flagish
316, Squareroots
317, undefined
